sido,sigungu,age,2019,2020,2021,2022,2023,2024,2025
경기,오정구,합계,0,0,0,0,0,1768,1864
경기,오정구,20대이하,0,0,0,0,0,87,76
경기,오정구,30대,0,0,0,0,0,235,243
경기,오정구,40대,0,0,0,0,0,274,310
경기,오정구,50대,0,0,0,0,0,474,441
경기,오정구,60대,0,0,0,0,0,409,458
경기,오정구,70대이상,0,0,0,0,0,160,191
경기,오정구,기타,0,0,0,0,0,129,145
경기,광명시,합계,5850,9048,4313,1109,2548,3532,5251
경기,광명시,20대이하,372,624,431,108,167,159,279
경기,광명시,30대,1523,2780,1570,294,844,1164,2070
경기,광명시,40대,1467,2254,1004,194,613,884,1338
경기,광명시,50대,1219,1640,659,163,478,582,791
경기,광명시,60대,734,1014,418,99,248,429,511
경기,광명시,70대이상,303,474,193,43,110,168,250
경기,광명시,기타,232,262,38,208,88,146,12
경기,평택시,합계,5839,12783,16033,8649,8381,7822,8294
경기,평택시,20대이하,279,764,1445,717,537,392,435
경기,평택시,30대,1095,2854,3777,1728,2019,1852,2012
경기,평택시,40대,1455,3090,3999,1884,2131,1855,1925
경기,평택시,50대,1470,2545,3301,1885,1843,1812,1878
경기,평택시,60대,829,1494,2155,1056,1113,1173,1266
경기,평택시,70대이상,301,680,1057,474,436,428,568
경기,평택시,기타,410,1356,299,905,302,310,210
경기,동두천시,합계,1775,2833,3799,1239,1142,1549,1259
경기,동두천시,20대이하,78,118,203,61,52,48,38
경기,동두천시,30대,224,423,489,129,111,123,126
경기,동두천시,40대,418,656,806,191,233,305,214
경기,동두천시,50대,413,679,913,309,341,410,331
경기,동두천시,60대,297,469,709,258,244,318,294
경기,동두천시,70대이상,189,283,401,141,144,196,230
경기,동두천시,기타,156,205,278,150,17,149,26
경기,안산시,합계,10301,17472,13231,6893,7092,7986,7532
경기,안산시,20대이하,539,1054,1105,498,353,364,298
경기,안산시,30대,1850,3351,2858,1288,1550,1720,1720
경기,안산시,40대,2748,4167,2796,1213,1603,1714,1620
경기,안산시,50대,2682,4214,2883,1574,1827,2166,1875
경기,안산시,60대,1150,2251,1780,898,1067,1216,1349
경기,안산시,70대이상,520,757,772,374,396,442,443
경기,안산시,기타,812,1678,1037,1048,296,364,227
경기,상록구,합계,4661,8219,7274,4191,3473,3796,3856
경기,상록구,20대이하,248,485,574,301,144,162,136
경기,상록구,30대,635,1328,1288,617,583,679,668
경기,상록구,40대,1137,1761,1488,729,746,721,773
경기,상록구,50대,1245,2105,1715,1036,935,1087,1020
경기,상록구,60대,553,1204,1049,585,576,678,796
경기,상록구,70대이상,296,417,482,255,249,266,286
경기,상록구,기타,547,919,678,668,240,203,177
경기,단원구,합계,5640,9253,5957,2702,3619,4190,3676
경기,단원구,20대이하,291,569,531,197,209,202,162
경기,단원구,30대,1215,2023,1570,671,967,1041,1052
경기,단원구,40대,1611,2406,1308,484,857,993,847
경기,단원구,50대,1437,2109,1168,538,892,1079,855
경기,단원구,60대,597,1047,731,313,491,538,553
경기,단원구,70대이상,224,340,290,119,147,176,157
경기,단원구,기타,265,759,359,380,56,161,50
경기,고양시,합계,14038,29381,16549,6696,9283,11119,11753
경기,고양시,20대이하,719,1673,1387,576,395,354,339
경기,고양시,30대,2629,6246,4436,1703,2338,2512,2627
경기,고양시,40대,3946,7830,3870,1482,2205,2637,2659
경기,고양시,50대,3399,6599,3157,1351,2129,2601,2743
경기,고양시,60대,1818,3790,2210,966,1444,1779,2101
경기,고양시,70대이상,872,1996,1315,505,643,975,1093
경기,고양시,기타,655,1247,174,113,129,261,191
경기,덕양구,합계,6284,11995,7416,2992,4364,5160,5797
경기,덕양구,20대이하,378,730,586,209,195,158,173
경기,덕양구,30대,1226,2680,1937,664,1203,1283,1423
경기,덕양구,40대,1561,2880,1705,630,975,1189,1267
경기,덕양구,50대,1538,2637,1420,632,939,1123,1259
경기,덕양구,60대,870,1613,1093,523,698,810,1005
경기,덕양구,70대이상,404,901,600,279,310,473,523
경기,덕양구,기타,307,554,75,55,44,124,147
경기,일산동구,합계,2924,7197,3815,1648,2210,2757,2689
경기,일산동구,20대이하,131,381,346,167,74,91,57
경기,일산동구,30대,544,1461,938,426,521,557,555
경기,일산동구,40대,867,2060,930,371,557,680,637
경기,일산동구,50대,698,1634,739,341,505,655,666
경기,일산동구,60대,389,914,523,209,330,455,510
경기,일산동구,70대이상,176,443,279,107,153,209,242
경기,일산동구,기타,119,304,60,27,70,110,22
경기,일산서구,합계,4830,10189,5318,2056,2709,3202,3267
경기,일산서구,20대이하,210,562,455,200,126,105,109
경기,일산서구,30대,859,2105,1561,613,614,672,649
경기,일산서구,40대,1518,2890,1235,481,673,768,755
경기,일산서구,50대,1163,2328,998,378,685,823,818
경기,일산서구,60대,559,1263,594,234,416,514,586
경기,일산서구,70대이상,292,652,436,119,180,293,328
경기,일산서구,기타,229,389,39,31,15,27,22
경기,과천시,합계,630,539,440,208,708,1077,1274
경기,과천시,20대이하,18,15,12,14,28,14,16
경기,과천시,30대,131,122,109,67,173,262,289
경기,과천시,40대,205,160,121,38,234,323,382
경기,과천시,50대,165,121,89,37,154,245,232
경기,과천시,60대,59,69,57,26,75,133,144
경기,과천시,70대이상,29,31,27,11,34,95,73
경기,과천시,기타,23,21,25,15,10,5,138
경기,구리시,합계,3081,4672,2669,613,1079,2114,4237
경기,구리시,20대이하,167,256,217,50,52,70,147
경기,구리시,30대,724,1118,790,177,300,556,1109
경기,구리시,40대,852,1138,598,139,240,559,1067
경기,구리시,50대,713,1007,442,112,249,432,750
경기,구리시,60대,349,579,342,67,161,334,708
경기,구리시,70대이상,158,311,187,38,62,156,446
경기,구리시,기타,118,263,93,30,15,7,10
경기,남양주시,합계,10437,21030,13590,4827,6181,7927,9334
경기,남양주시,20대이하,462,991,929,317,264,243,246
경기,남양주시,30대,1736,3757,2742,810,1249,1510,1769
경기,남양주시,40대,2717,5647,3475,1008,1471,1915,2141
경기,남양주시,50대,2462,4955,3011,1195,1503,1923,2313
경기,남양주시,60대,1452,3100,2020,827,1059,1381,1766
경기,남양주시,70대이상,797,1549,1146,413,510,675,983
경기,남양주시,기타,811,1031,267,257,125,280,116
경기,오산시,합계,3201,8908,4929,1752,2903,3834,3452
경기,오산시,20대이하,124,413,407,123,130,165,126
경기,오산시,30대,752,1850,1216,420,763,1001,799
경기,오산시,40대,1003,2513,1343,407,744,1055,927
경기,오산시,50대,733,1793,890,363,593,777,764
경기,오산시,60대,328,1082,606,230,364,579,548
경기,오산시,70대이상,143,538,347,131,145,219,238
경기,오산시,기타,118,719,120,78,164,38,50
경기,시흥시,합계,7132,13976,11268,5694,6461,7173,9813
경기,시흥시,20대이하,431,890,1172,518,338,306,366
경기,시흥시,30대,1559,3194,2617,1318,1718,1774,2396
경기,시흥시,40대,1867,3484,2627,1267,1642,1802,2717
경기,시흥시,50대,1724,3240,2372,1268,1524,1747,2139
경기,시흥시,60대,860,1768,1539,862,878,1081,1539
경기,시흥시,70대이상,322,718,731,332,257,403,603
경기,시흥시,기타,369,682,210,129,104,60,53
경기,군포시,합계,3917,9158,5895,1433,2395,3056,3561
경기,군포시,20대이하,221,605,592,155,162,145,165
경기,군포시,30대,783,2088,1785,421,712,875,977
경기,군포시,40대,1047,2383,1281,268,543,678,806
경기,군포시,50대,897,1924,1053,258,519,653,799
경기,군포시,60대,495,1153,742,189,318,507,528
경기,군포시,70대이상,222,478,365,96,123,179,275
경기,군포시,기타,252,527,77,46,18,19,11
경기,의왕시,합계,3067,4704,2727,662,1551,1850,2399
경기,의왕시,20대이하,149,288,217,43,66,55,75
경기,의왕시,30대,630,1152,788,170,432,456,728
경기,의왕시,40대,757,1102,566,166,341,428,503
경기,의왕시,50대,765,1055,555,136,339,440,469
경기,의왕시,60대,450,704,401,85,244,313,402
경기,의왕시,70대이상,167,263,183,38,117,144,212
경기,의왕시,기타,149,140,17,24,12,14,10
경기,하남시,합계,2947,5409,4016,2080,2920,4399,6676
경기,하남시,20대이하,79,168,150,78,65,91,86
경기,하남시,30대,643,1100,1018,411,714,1012,1442
경기,하남시,40대,712,1241,1075,521,706,1226,1921
경기,하남시,50대,614,928,683,425,591,849,1289
경기,하남시,60대,527,781,564,324,402,716,1050
경기,하남시,70대이상,232,350,367,193,273,474,786
경기,하남시,기타,140,841,159,128,169,31,102
경기,용인시,합계,16329,32217,19622,6514,11589,14219,18438
경기,용인시,20대이하,546,1475,1101,443,468,478,561
경기,용인시,30대,3885,8485,5552,1578,3249,4043,5746
경기,용인시,40대,4697,8620,4974,1405,2983,3674,4619
경기,용인시,50대,3149,5899,3619,1398,2277,2863,3552
경기,용인시,60대,1892,3728,2306,839,1477,1788,2289
경기,용인시,70대이상,1111,2022,1427,477,822,1078,1469
경기,용인시,기타,1049,1988,643,374,313,295,202
경기,처인구,합계,3950,6829,6670,3202,3153,3458,3744
경기,처인구,20대이하,195,347,413,228,173,154,144
경기,처인구,30대,706,1266,1186,478,500,617,709
경기,처인구,40대,941,1625,1535,670,672,707,736
경기,처인구,50대,938,1502,1586,860,752,897,925
경기,처인구,60대,567,1054,1075,531,634,631,727
경기,처인구,70대이상,255,454,561,253,288,310,416
경기,처인구,기타,348,581,314,182,134,142,87
경기,기흥구,합계,6216,13414,7121,1869,4102,5027,6525
경기,기흥구,20대이하,191,667,450,130,168,186,209
경기,기흥구,30대,1422,3352,2224,583,1157,1376,1824
경기,기흥구,40대,1759,3567,1758,374,1014,1256,1546
경기,기흥구,50대,1247,2577,1185,328,885,1106,1425
경기,기흥구,60대,716,1659,722,193,494,651,915
경기,기흥구,70대이상,423,851,512,130,255,352,549
경기,기흥구,기타,458,741,270,131,129,100,57
경기,수지구,합계,6163,11974,5831,1443,4334,5734,8169
경기,수지구,20대이하,160,461,238,85,127,138,208
경기,수지구,30대,1757,3867,2142,517,1592,2050,3213
경기,수지구,40대,1997,3428,1681,361,1297,1711,2337
경기,수지구,50대,964,1820,848,210,640,860,1202
경기,수지구,60대,609,1015,509,115,349,506,647
경기,수지구,70대이상,433,717,354,94,279,416,504
경기,수지구,기타,243,666,59,61,50,53,58
경기,파주시,합계,5006,14592,10823,4377,4661,6237,6028
경기,파주시,20대이하,236,590,628,311,204,184,177
경기,파주시,30대,996,2803,2028,832,914,1226,1284
경기,파주시,40대,1477,4485,2808,882,1221,1708,1595
경기,파주시,50대,1090,3335,2510,1020,1163,1470,1407
경기,파주시,60대,613,1991,1636,717,747,1006,974
경기,파주시,70대이상,273,947,975,315,340,467,520
경기,파주시,기타,321,441,238,300,72,176,71
경기,이천시,합계,2647,3888,5907,3246,2125,2330,2229
경기,이천시,20대이하,146,212,377,207,107,99,95
경기,이천시,30대,564,804,1140,514,415,456,413
경기,이천시,40대,677,951,1382,700,521,563,458
경기,이천시,50대,572,823,1266,786,472,534,532
경기,이천시,60대,349,552,963,540,410,410,438
경기,이천시,70대이상,140,213,381,209,144,191,207
경기,이천시,기타,199,333,398,290,56,77,86
경기,안성시,합계,2629,4949,6406,3131,2528,3009,2884
경기,안성시,20대이하,128,241,393,206,123,134,142
경기,안성시,30대,381,752,1015,456,415,479,438
경기,안성시,40대,578,983,1506,681,536,742,586
경기,안성시,50대,607,1041,1346,758,644,795,736
경기,안성시,60대,328,800,1060,486,514,542,644
경기,안성시,70대이상,121,299,388,197,187,243,270
경기,안성시,기타,486,833,698,347,109,74,68
경기,김포시,합계,6996,17112,6096,2825,5481,7294,5453
경기,김포시,20대이하,223,633,354,134,221,178,147
경기,김포시,30대,1555,4875,1737,705,1487,1900,1327
경기,김포시,40대,1957,5359,1579,554,1540,2277,1478
경기,김포시,50대,1189,2831,1023,493,1059,1375,1089
경기,김포시,60대,813,1970,806,365,698,944,819
경기,김포시,70대이상,397,918,491,209,340,523,481
경기,김포시,기타,862,526,106,365,136,97,112
경기,화성시,합계,11981,23347,14966,6610,11117,13500,17347
경기,화성시,20대이하,536,1294,1160,434,645,567,696
경기,화성시,30대,3363,6596,4847,1777,3611,4099,5741
경기,화성시,40대,3655,6867,3843,1576,2871,3888,4761
경기,화성시,50대,2208,3745,2553,1323,2014,2604,3154
경기,화성시,60대,1177,2272,1603,892,1348,1516,1965
경기,화성시,70대이상,363,914,747,323,481,616,807
경기,화성시,기타,679,1659,213,285,147,210,223
경기,만세구,합계,0,0,0,0,0,0,0
경기,만세구,20대이하,0,0,0,0,0,0,0
경기,만세구,30대,0,0,0,0,0,0,0
경기,만세구,40대,0,0,0,0,0,0,0
경기,만세구,50대,0,0,0,0,0,0,0
경기,만세구,60대,0,0,0,0,0,0,0
경기,만세구,70대이상,0,0,0,0,0,0,0
경기,만세구,기타,0,0,0,0,0,0,0
경기,효행구,합계,0,0,0,0,0,0,0
경기,효행구,20대이하,0,0,0,0,0,0,0
경기,효행구,30대,0,0,0,0,0,0,0
경기,효행구,40대,0,0,0,0,0,0,0
경기,효행구,50대,0,0,0,0,0,0,0
경기,효행구,60대,0,0,0,0,0,0,0
경기,효행구,70대이상,0,0,0,0,0,0,0
경기,효행구,기타,0,0,0,0,0,0,0
경기,병점구,합계,0,0,0,0,0,0,0
경기,병점구,20대이하,0,0,0,0,0,0,0
경기,병점구,30대,0,0,0,0,0,0,0
경기,병점구,40대,0,0,0,0,0,0,0
경기,병점구,50대,0,0,0,0,0,0,0
경기,병점구,60대,0,0,0,0,0,0,0
경기,병점구,70대이상,0,0,0,0,0,0,0
경기,병점구,기타,0,0,0,0,0,0,0
경기,동탄구,합계,0,0,0,0,0,0,0
경기,동탄구,20대이하,0,0,0,0,0,0,0
경기,동탄구,30대,0,0,0,0,0,0,0
경기,동탄구,40대,0,0,0,0,0,0,0
경기,동탄구,50대,0,0,0,0,0,0,0
경기,동탄구,60대,0,0,0,0,0,0,0
경기,동탄구,70대이상,0,0,0,0,0,0,0
경기,동탄구,기타,0,0,0,0,0,0,0
경기,광주시,합계,6168,10853,9352,4999,3761,4489,5239
경기,광주시,20대이하,323,527,591,344,192,183,201
경기,광주시,30대,1021,2064,1702,885,714,820,950
경기,광주시,40대,1569,2657,1990,1075,801,953,1133
경기,광주시,50대,1494,2479,2258,1287,959,1202,1233
경기,광주시,60대,902,1876,1716,903,713,894,1109
경기,광주시,70대이상,342,737,859,414,290,373,518
경기,광주시,기타,517,513,236,91,92,64,95
경기,양주시,합계,3513,6098,4721,2018,3136,3241,3632
경기,양주시,20대이하,172,316,278,116,162,137,128
경기,양주시,30대,597,1042,760,321,642,666,670
경기,양주시,40대,851,1680,1092,424,743,768,809
경기,양주시,50대,792,1365,1157,468,749,756,908
경기,양주시,60대,496,1000,879,423,533,603,691
경기,양주시,70대이상,216,495,501,198,223,282,381
경기,양주시,기타,389,200,54,68,84,29,45
경기,포천시,합계,1762,2499,3206,1860,1497,1473,1616
경기,포천시,20대이하,79,100,139,69,57,45,47
경기,포천시,30대,215,278,386,190,162,146,172
경기,포천시,40대,373,469,623,330,265,243,238
경기,포천시,50대,481,767,906,537,454,438,409
경기,포천시,60대,342,472,745,490,385,384,427
경기,포천시,70대이상,103,210,289,158,118,162,170
경기,포천시,기타,169,203,118,86,56,55,153
경기,여주시,합계,1478,2287,3242,1899,1606,1624,1500
경기,여주시,20대이하,78,94,149,64,37,51,35
경기,여주시,30대,184,272,400,216,178,213,177
경기,여주시,40대,301,433,730,349,287,271,274
경기,여주시,50대,383,580,748,449,436,474,373
경기,여주시,60대,280,489,608,389,399,380,418
경기,여주시,70대이상,106,215,291,162,137,180,169
경기,여주시,기타,146,204,316,270,132,55,54
경기,연천군,합계,400,601,836,570,397,445,396
경기,연천군,20대이하,10,19,25,12,7,5,7
경기,연천군,30대,34,45,85,47,39,35,34
경기,연천군,40대,72,106,165,98,66,58,44
경기,연천군,50대,118,150,239,134,111,117,106
경기,연천군,60대,88,144,215,125,110,141,113
경기,연천군,70대이상,52,67,93,59,52,68,82
경기,연천군,기타,26,70,14,95,12,21,10
경기,가평군,합계,961,1224,1419,909,764,832,851
경기,가평군,20대이하,26,43,47,25,12,31,17
경기,가평군,30대,126,128,147,68,71,79,100
경기,가평군,40대,203,227,267,162,136,129,122
경기,가평군,50대,246,309,332,241,208,212,224
경기,가평군,60대,181,239,342,212,199,227,247
경기,가평군,70대이상,80,132,159,123,77,103,125
경기,가평군,기타,99,146,125,78,61,51,16
경기,양평군,합계,1890,2924,3494,1901,1316,1600,1586
경기,양평군,20대이하,67,86,108,68,46,38,47
경기,양평군,30대,197,311,386,172,120,150,168
경기,양평군,40대,412,608,686,348,214,222,242
경기,양평군,50대,498,767,923,515,351,407,362
경기,양평군,60대,425,711,824,472,385,448,445
경기,양평군,70대이상,150,288,468,235,157,234,246
경기,양평군,기타,141,153,99,91,43,101,76
강원,,합계,22454,35524,41405,25682,22966,25059,23203
강원,,20대이하,802,1389,1794,991,871,840,798
강원,,30대,3403,5754,6312,3728,3829,4378,4135
강원,,40대,5515,8360,9849,5504,4927,5044,4659
강원,,50대,5768,8639,9844,6620,5920,6399,5848
강원,,60대,3906,6063,7648,5131,4828,5111,4915
강원,,70대이상,1475,2419,3157,2068,1747,2265,2277
강원,,기타,1585,2900,2801,1640,844,1022,571
강원,춘천시,합계,3351,5951,7175,4439,4117,4660,4408
강원,춘천시,20대이하,149,247,348,220,199,187,156
강원,춘천시,30대,611,1112,1260,786,963,1140,1071
강원,춘천시,40대,885,1569,1803,964,950,1034,938
강원,춘천시,50대,840,1405,1659,1079,956,1050,996
강원,춘천시,60대,468,919,1157,749,716,734,786
강원,춘천시,70대이상,210,378,484,358,265,355,371
강원,춘천시,기타,188,321,464,283,68,160,90
강원,원주시,합계,4732,10044,12967,6502,6480,6673,6606
강원,원주시,20대이하,192,459,648,299,276,275,272
강원,원주시,30대,873,1914,2495,1074,1344,1458,1496
강원,원주시,40대,1353,2334,3175,1410,1500,1396,1399
강원,원주시,50대,1223,2083,2707,1591,1597,1606,1546
강원,원주시,60대,690,1289,1958,1075,1164,1201,1219
강원,원주시,70대이상,259,523,840,450,451,511,546
강원,원주시,기타,142,1442,1144,603,148,226,128
강원,강릉시,합계,3679,5679,5374,3106,2477,2885,3006
강원,강릉시,20대이하,132,210,260,122,79,97,108
강원,강릉시,30대,554,872,736,472,356,524,489
강원,강릉시,40대,941,1464,1329,726,503,605,618
강원,강릉시,50대,938,1414,1314,790,660,734,786
강원,강릉시,60대,656,1004,1014,571,517,592,590
강원,강릉시,70대이상,265,427,479,253,223,266,307
강원,강릉시,기타,193,288,242,172,139,67,108
강원,동해시,합계,1111,1866,2127,1571,1521,1644,1407
강원,동해시,20대이하,32,54,94,53,53,56,40
강원,동해시,30대,161,290,266,204,193,231,204
강원,동해시,40대,262,489,542,380,384,359,293
강원,동해시,50대,296,530,605,397,423,508,390
강원,동해시,60대,239,350,372,329,285,307,311
강원,동해시,70대이상,73,116,158,127,126,157,138
강원,동해시,기타,48,37,90,81,57,26,31
강원,태백시,합계,896,922,924,810,843,763,698
강원,태백시,20대이하,25,41,29,30,38,13,23
강원,태백시,30대,166,132,118,114,79,59,56
강원,태백시,40대,218,231,232,167,176,161,129
강원,태백시,50대,208,232,258,247,252,238,211
강원,태백시,60대,165,152,190,172,211,197,184
강원,태백시,70대이상,83,81,65,64,68,77,85
강원,태백시,기타,31,53,32,16,19,18,10
강원,속초시,합계,1869,3109,3611,1732,1331,1463,1336
강원,속초시,20대이하,66,124,142,71,54,49,43
강원,속초시,30대,256,455,440,276,216,254,231
강원,속초시,40대,446,710,884,386,277,295,262
강원,속초시,50대,440,758,885,450,327,377,327
강원,속초시,60대,343,539,593,330,294,307,306
강원,속초시,70대이상,112,237,270,139,113,135,129
강원,속초시,기타,206,286,397,80,50,46,38
강원,삼척시,합계,821,983,1055,1241,768,1150,854
강원,삼척시,20대이하,31,38,44,33,23,24,31
강원,삼척시,30대,98,170,135,176,82,134,129
강원,삼척시,40대,186,229,228,318,163,237,165
강원,삼척시,50대,223,253,285,345,239,329,261
강원,삼척시,60대,151,195,245,255,188,258,161
강원,삼척시,70대이상,76,66,91,93,56,147,98
강원,삼척시,기타,56,32,27,21,17,21,9
강원,홍천군,합계,1024,1189,1370,1049,910,996,844
강원,홍천군,20대이하,36,32,34,33,24,20,26
강원,홍천군,30대,145,151,147,85,103,113,82
강원,홍천군,40대,219,208,269,191,162,148,142
강원,홍천군,50대,254,330,348,278,222,276,212
강원,홍천군,60대,220,323,375,317,251,254,249
강원,홍천군,70대이상,62,103,144,100,81,105,109
강원,홍천군,기타,88,42,53,45,67,80,24
강원,횡성군,합계,810,1023,1199,860,773,853,758
강원,횡성군,20대이하,20,17,18,12,21,20,17
강원,횡성군,30대,72,99,104,61,62,60,39
강원,횡성군,40대,139,157,186,126,109,128,116
강원,횡성군,50대,260,294,367,244,227,240,193
강원,횡성군,60대,224,299,348,285,252,286,260
강원,횡성군,70대이상,61,123,146,99,68,97,115
강원,횡성군,기타,34,34,30,33,34,22,18
강원,영월군,합계,521,574,798,666,537,573,460
강원,영월군,20대이하,13,12,24,9,10,14,16
강원,영월군,30대,62,69,64,70,65,71,60
강원,영월군,40대,98,107,178,110,100,88,83
강원,영월군,50대,150,155,235,195,150,162,121
강원,영월군,60대,124,121,203,189,153,160,118
강원,영월군,70대이상,44,49,53,74,41,56,52
강원,영월군,기타,30,61,41,19,18,22,10
강원,평창군,합계,1164,1429,1401,1179,962,1158,929
강원,평창군,20대이하,24,50,34,22,25,20,26
강원,평창군,30대,126,156,149,120,89,76,49
강원,평창군,40대,246,265,259,209,153,137,155
강원,평창군,50대,319,383,318,320,281,235,283
강원,평창군,60대,209,284,355,315,264,290,239
강원,평창군,70대이상,55,108,151,99,73,132,117
강원,평창군,기타,185,183,135,94,77,268,60
강원,정선군,합계,497,499,587,442,547,509,413
강원,정선군,20대이하,17,19,15,10,17,10,10
강원,정선군,30대,60,58,51,42,64,39,39
강원,정선군,40대,132,115,114,96,116,89,86
강원,정선군,50대,130,165,189,127,159,158,121
강원,정선군,60대,103,100,129,120,141,142,124
강원,정선군,70대이상,26,28,56,31,36,54,30
강원,정선군,기타,29,14,33,16,14,17,3
강원,철원군,합계,376,437,443,372,390,408,308
강원,철원군,20대이하,12,25,15,12,9,17,9
강원,철원군,30대,52,48,57,30,51,51,26
강원,철원군,40대,72,91,91,59,92,80,51
강원,철원군,50대,117,140,116,94,107,109,88
강원,철원군,60대,74,91,115,80,84,83,82
강원,철원군,70대이상,38,31,34,36,44,60,45
강원,철원군,기타,11,11,15,61,3,8,7
강원,화천군,합계,196,178,203,196,168,137,120
강원,화천군,20대이하,10,12,10,9,6,2,1
강원,화천군,30대,30,20,26,23,21,12,12
강원,화천군,40대,35,40,47,37,29,28,21
강원,화천군,50대,61,48,52,62,40,44,42
강원,화천군,60대,40,44,49,43,50,35,36
강원,화천군,70대이상,13,8,15,17,17,14,7
강원,화천군,기타,7,6,4,5,5,2,1
강원,양구군,합계,282,240,252,218,170,143,158
강원,양구군,20대이하,15,7,12,4,4,5,4
강원,양구군,30대,28,46,45,45,21,16,23
강원,양구군,40대,54,50,60,38,37,26,32
강원,양구군,50대,50,70,61,57,47,47,42
강원,양구군,60대,26,48,51,51,33,32,36
강원,양구군,70대이상,9,11,20,21,15,14,14
강원,양구군,기타,100,8,3,2,13,3,7
강원,인제군,합계,252,325,425,354,261,274,263
강원,인제군,20대이하,11,14,12,18,10,9,3
강원,인제군,30대,29,54,32,38,38,29,45
강원,인제군,40대,58,54,62,80,42,62,49
강원,인제군,50대,72,100,97,89,71,81,70
강원,인제군,60대,41,70,175,68,70,67,56
강원,인제군,70대이상,24,22,32,26,17,21,34
강원,인제군,기타,17,11,15,35,13,5,6
강원,고성군,합계,400,422,639,346,359,369,274
강원,고성군,20대이하,9,11,24,17,11,9,5
강원,고성군,30대,37,40,81,39,38,59,42
강원,고성군,40대,60,94,170,70,49,84,52
강원,고성군,50대,71,116,155,90,80,100,74
강원,고성군,60대,60,99,142,81,70,82,70
강원,고성군,70대이상,25,41,40,38,26,21,26
강원,고성군,기타,138,21,27,11,85,14,5
강원,양양군,합계,473,654,855,599,352,401,361
강원,양양군,20대이하,8,17,31,17,12,13,8
강원,양양군,30대,43,68,106,73,44,52,42
강원,양양군,40대,111,153,220,137,85,87,68
강원,양양군,50대,116,163,193,165,82,105,85
강원,양양군,60대,73,136,177,101,85,84,88
강원,양양군,70대이상,40,67,79,43,27,43,54
강원,양양군,기타,82,50,49,63,17,17,16
충북,,합계,24290,38491,41183,25359,25684,25772,27495
충북,,20대이하,1173,1802,2095,1297,1094,933,981
충북,,30대,4456,7474,7101,3752,5013,5052,5477
충북,,40대,5950,9529,9257,5150,5833,5361,5972
충북,,50대,5852,8345,8756,6039,6350,6254,6790
충북,,60대,3400,5758,6944,4558,4595,4937,5354
충북,,70대이상,1305,2229,2896,2018,1805,1962,2272
충북,,기타,2154,3354,4134,2545,994,1273,649
충북,청주시,합계,12938,21798,21596,11479,13320,13788,15961
충북,청주시,20대이하,709,1099,1260,724,618,533,627
충북,청주시,30대,2892,4623,4290,2135,3098,3251,3829
충북,청주시,40대,3507,5504,4826,2564,3207,3073,3758
충북,청주시,50대,2817,4312,4016,2504,3095,3155,3727
충북,청주시,60대,1467,2754,2874,1671,2056,2248,2625
충북,청주시,70대이상,631,1103,1418,807,817,887,1106
충북,청주시,기타,915,2403,2912,1074,429,641,289
충북,상당구,합계,2563,3830,4516,2569,2848,2967,3433
충북,상당구,20대이하,150,173,201,130,121,95,106
충북,상당구,30대,481,740,781,437,606,692,766
충북,상당구,40대,687,996,1057,583,660,682,806
충북,상당구,50대,624,906,909,556,695,691,843
충북,상당구,60대,337,567,669,412,482,538,621
충북,상당구,70대이상,154,211,308,180,229,200,258
충북,상당구,기타,130,237,591,271,55,69,33
충북,서원구,합계,2910,5091,6395,2950,3171,3110,3277
충북,서원구,20대이하,161,234,380,190,143,102,115
충북,서원구,30대,493,904,1151,508,619,599,629
충북,서원구,40대,820,1309,1405,646,762,674,716
충북,서원구,50대,648,1005,1124,596,787,767,838
충북,서원구,60대,368,718,829,391,483,550,629
충북,서원구,70대이상,169,322,431,238,217,262,299
충북,서원구,기타,251,599,1075,381,160,156,51
충북,흥덕구,합계,4683,8354,6655,3440,4582,4801,5509
충북,흥덕구,20대이하,244,447,452,232,226,201,272
충북,흥덕구,30대,1167,1894,1380,689,1171,1249,1627
충북,흥덕구,40대,1285,2024,1415,759,1098,1047,1291
충북,흥덕구,50대,992,1588,1227,764,997,1040,1108
충북,흥덕구,60대,479,961,784,502,695,698,761
충북,흥덕구,70대이상,211,366,400,210,234,240,311
충북,흥덕구,기타,305,1074,997,284,161,326,139
충북,청원구,합계,2782,4523,4030,2520,2719,2910,3742
충북,청원구,20대이하,154,245,227,172,128,135,134
충북,청원구,30대,751,1085,978,501,702,711,807
충북,청원구,40대,715,1175,949,576,687,670,945
충북,청원구,50대,553,813,756,588,616,657,938
충북,청원구,60대,283,508,592,366,396,462,614
충북,청원구,70대이상,97,204,279,179,137,185,238
충북,청원구,기타,229,493,249,138,53,90,66
충북,충주시,합계,3372,6245,7264,4555,4304,3906,3560
충북,충주시,20대이하,150,289,350,214,175,155,125
충북,충주시,30대,478,1136,1113,559,815,691,598
충북,충주시,40대,753,1455,1660,834,981,833,684
충북,충주시,50대,969,1415,1591,1068,1103,996,951
충북,충주시,60대,580,1059,1334,813,792,781,775
충북,충주시,70대이상,224,395,490,418,283,320,340
충북,충주시,기타,218,496,726,649,155,130,87
충북,제천시,합계,2127,3139,3688,2495,2213,2453,2389
충북,제천시,20대이하,75,131,188,106,97,98,83
충북,제천시,30대,332,580,555,344,335,422,355
충북,제천시,40대,473,787,795,504,431,466,500
충북,제천시,50대,477,770,950,657,652,693,609
충북,제천시,60대,358,565,743,536,472,520,578
충북,제천시,70대이상,121,201,302,219,193,216,230
