sido,sigungu,age,2019,2020,2021,2022,2023,2024,2025
부산,동래구,40대,1173,2638,999,459,796,952,1301
부산,동래구,50대,831,1737,744,378,444,532,777
부산,동래구,60대,498,1348,671,275,282,397,511
부산,동래구,70대이상,276,674,400,162,148,196,266
부산,동래구,기타,580,857,910,415,72,58,62
부산,남구,합계,6109,10259,5635,2508,3092,2930,3583
부산,남구,20대이하,220,355,315,148,123,104,112
부산,남구,30대,1035,1806,948,416,644,735,979
부산,남구,40대,1621,2640,1079,483,746,698,851
부산,남구,50대,1290,2020,1037,524,667,593,759
부산,남구,60대,858,1505,839,390,489,468,459
부산,남구,70대이상,444,811,437,237,227,251,274
부산,남구,기타,641,1122,980,310,196,81,149
부산,북구,합계,4110,7191,5206,2504,2820,2992,3307
부산,북구,20대이하,158,348,319,141,106,101,96
부산,북구,30대,794,1415,1151,472,704,813,843
부산,북구,40대,882,1843,1001,467,645,672,691
부산,북구,50대,937,1674,1098,471,631,620,766
부산,북구,60대,535,1196,922,405,488,539,616
부산,북구,70대이상,208,471,363,185,190,232,278
부산,북구,기타,596,244,352,363,56,15,17
부산,해운대구,합계,6825,15822,7590,2578,3769,3871,5062
부산,해운대구,20대이하,245,650,564,191,155,125,149
부산,해운대구,30대,1466,3440,1802,480,970,964,1442
부산,해운대구,40대,2053,4603,1809,537,952,1117,1447
부산,해운대구,50대,1309,3100,1271,471,740,745,980
부산,해운대구,60대,919,2155,1047,332,485,579,664
부산,해운대구,70대이상,445,943,489,131,187,289,314
부산,해운대구,기타,388,931,608,436,280,52,66
부산,사하구,합계,5071,9364,7281,3241,2820,2862,3198
부산,사하구,20대이하,183,434,445,248,126,112,92
부산,사하구,30대,738,1571,1302,572,569,499,544
부산,사하구,40대,932,2262,1573,659,656,662,743
부산,사하구,50대,1043,2193,1531,734,681,708,746
부산,사하구,60대,795,1685,1199,572,550,576,633
부산,사하구,70대이상,310,710,546,268,189,221,351
부산,사하구,기타,1070,509,685,188,49,84,89
부산,금정구,합계,3875,8771,4301,2144,1861,2004,2512
부산,금정구,20대이하,188,300,215,120,64,56,56
부산,금정구,30대,599,1430,717,316,434,383,512
부산,금정구,40대,822,2155,827,350,443,450,589
부산,금정구,50대,809,1812,789,379,377,397,612
부산,금정구,60대,579,1404,644,361,286,427,396
부산,금정구,70대이상,228,768,394,205,151,169,244
부산,금정구,기타,650,902,715,413,106,122,103
부산,강서구,합계,1386,3821,1884,1121,1975,1791,2005
부산,강서구,20대이하,73,144,111,74,68,55,65
부산,강서구,30대,488,1217,637,380,709,620,654
부산,강서구,40대,356,1179,495,285,590,555,648
부산,강서구,50대,239,499,251,152,291,260,307
부산,강서구,60대,144,447,228,138,220,195,196
부산,강서구,70대이상,45,153,77,45,79,83,108
부산,강서구,기타,41,182,85,47,18,23,27
부산,연제구,합계,3462,6769,3971,1858,2438,2549,3371
부산,연제구,20대이하,103,269,223,98,83,73,79
부산,연제구,30대,728,1397,895,345,740,792,1123
부산,연제구,40대,862,1543,749,309,567,558,828
부산,연제구,50대,696,1538,645,297,491,469,594
부산,연제구,60대,518,1018,603,253,332,337,418
부산,연제구,70대이상,219,514,335,177,150,153,244
부산,연제구,기타,336,490,521,379,75,167,85
부산,수영구,합계,4017,7355,5267,1939,2116,2452,3296
부산,수영구,20대이하,141,299,273,110,81,99,153
부산,수영구,30대,675,1294,812,318,411,511,797
부산,수영구,40대,904,1649,872,331,534,561,862
부산,수영구,50대,872,1523,711,314,427,579,700
부산,수영구,60대,581,1111,497,196,257,342,434
부산,수영구,70대이상,244,562,361,90,102,147,216
부산,수영구,기타,600,917,1741,580,304,213,134
부산,사상구,합계,2279,4539,3770,2132,1700,2182,1978
부산,사상구,20대이하,109,248,210,109,92,78,72
부산,사상구,30대,396,812,754,365,330,365,348
부산,사상구,40대,590,1111,742,371,378,463,363
부산,사상구,50대,553,1118,862,500,433,519,460
부산,사상구,60대,341,740,653,366,330,376,399
부산,사상구,70대이상,123,279,289,161,89,132,178
부산,사상구,기타,167,231,260,260,48,249,158
부산,기장군,합계,1763,4105,5535,1560,1771,1887,1903
부산,기장군,20대이하,76,137,193,77,71,70,67
부산,기장군,30대,391,887,1175,312,457,479,435
부산,기장군,40대,481,1299,1773,414,505,531,544
부산,기장군,50대,365,844,1019,323,361,407,442
부산,기장군,60대,229,566,784,271,257,267,274
부산,기장군,70대이상,114,260,441,125,86,114,124
부산,기장군,기타,107,112,150,38,34,19,17
대구,,합계,42956,66096,31113,15031,25325,27663,29521
대구,,20대이하,1595,2755,1624,831,1075,973,1079
대구,,30대,7914,12625,5544,3140,6762,7449,7917
대구,,40대,10215,16518,6321,3265,6198,6530,6986
대구,,50대,10007,14553,6331,3439,5577,6230,6475
대구,,60대,6163,9145,4520,2266,3714,4184,4392
대구,,70대이상,3147,4507,2575,1114,1420,1597,1804
대구,,기타,3915,5993,4198,976,579,700,868
대구,중구,합계,1608,2549,1215,567,1223,1538,2012
대구,중구,20대이하,44,101,44,36,58,73,121
대구,중구,30대,239,532,142,121,488,667,888
대구,중구,40대,323,563,126,94,271,298,397
대구,중구,50대,327,500,107,119,214,237,291
대구,중구,60대,189,265,90,84,112,154,162
대구,중구,70대이상,108,135,70,53,62,87,106
대구,중구,기타,378,453,636,60,18,22,47
대구,동구,합계,6277,9723,4987,2546,3710,4356,4292
대구,동구,20대이하,270,398,224,116,162,151,144
대구,동구,30대,1124,1641,816,428,969,1120,1202
대구,동구,40대,1446,2168,1050,487,769,865,876
대구,동구,50대,1503,2143,1043,569,787,908,921
대구,동구,60대,1102,1542,818,417,575,694,761
대구,동구,70대이상,568,799,472,238,227,296,338
대구,동구,기타,264,1032,564,291,221,322,50
대구,서구,합계,3460,3530,2019,895,1119,1281,1442
대구,서구,20대이하,137,171,113,43,36,46,57
대구,서구,30대,427,502,264,116,161,196,352
대구,서구,40대,610,663,291,168,176,189,256
대구,서구,50대,1039,941,446,260,278,307,330
대구,서구,60대,669,704,390,187,219,305,285
대구,서구,70대이상,294,271,180,72,104,104,137
대구,서구,기타,284,278,335,49,145,134,25
대구,남구,합계,2601,3555,2012,679,904,972,1093
대구,남구,20대이하,92,163,92,36,48,37,44
대구,남구,30대,371,523,249,97,163,191,215
대구,남구,40대,520,696,278,134,170,190,187
대구,남구,50대,618,790,371,172,246,260,287
대구,남구,60대,507,600,296,122,176,185,203
대구,남구,70대이상,247,306,194,66,74,81,113
대구,남구,기타,246,477,532,52,27,28,44
대구,북구,합계,7506,11290,6963,3318,4642,5051,5215
대구,북구,20대이하,263,449,370,201,216,190,212
대구,북구,30대,1437,2113,1324,637,1166,1284,1297
대구,북구,40대,1951,2896,1603,717,1050,1155,1146
대구,북구,50대,1714,2612,1580,784,1100,1269,1332
대구,북구,60대,960,1517,1062,515,782,814,824
대구,북구,70대이상,516,824,625,228,283,284,302
대구,북구,기타,665,879,399,236,45,55,102
대구,수성구,합계,6722,11160,3730,1563,3981,4636,5224
대구,수성구,20대이하,183,428,180,90,122,94,128
대구,수성구,30대,1028,2199,691,374,1122,1239,1384
대구,수성구,40대,1654,3351,871,384,1277,1474,1683
대구,수성구,50대,1380,2343,675,324,769,952,1040
대구,수성구,60대,825,1285,445,167,444,529,591
대구,수성구,70대이상,514,781,312,97,204,265,291
대구,수성구,기타,1138,773,556,127,43,83,107
대구,달서구,합계,10264,16317,5552,2900,5688,6183,6802
대구,달서구,20대이하,410,704,348,171,245,236,210
대구,달서구,30대,2180,3298,970,696,1563,1733,1705
대구,달서구,40대,2609,4197,970,665,1420,1449,1584
대구,달서구,50대,2509,3670,1116,642,1283,1496,1492
대구,달서구,60대,1369,2266,754,402,854,942,1007
대구,달서구,70대이상,666,1011,430,207,277,296,341
대구,달서구,기타,521,1171,964,117,46,31,463
대구,달성군,합계,4518,7972,4635,2563,4029,3560,3371
대구,달성군,20대이하,196,341,253,138,188,143,162
대구,달성군,30대,1108,1817,1088,671,1127,1013,866
대구,달성군,40대,1102,1984,1132,616,1056,898,846
대구,달성군,50대,917,1554,993,569,894,779,766
대구,달성군,60대,542,966,665,372,548,532,535
대구,달성군,70대이상,234,380,292,153,183,175,167
대구,달성군,기타,419,930,212,44,33,20,29
대구,군위군,합계,0,0,0,0,29,86,70
대구,군위군,20대이하,0,0,0,0,0,3,1
대구,군위군,30대,0,0,0,0,3,6,8
대구,군위군,40대,0,0,0,0,9,12,11
대구,군위군,50대,0,0,0,0,6,22,16
대구,군위군,60대,0,0,0,0,4,29,24
대구,군위군,70대이상,0,0,0,0,6,9,9
대구,군위군,기타,0,0,0,0,1,5,1
인천,,합계,61672,93758,88059,35346,38410,42943,42808
인천,,20대이하,3170,5024,6894,2804,2020,1702,1588
인천,,30대,11517,17642,16742,6229,8389,9418,9787
인천,,40대,16502,22773,18179,6562,8805,9856,9446
인천,,50대,14851,20115,18218,7916,8888,9852,9580
인천,,60대,8660,13090,12664,5396,6100,7512,7471
인천,,70대이상,3537,5576,5502,2408,2432,3018,3457
인천,,기타,3435,9538,9860,4031,1776,1585,1479
인천,(구)중구,합계,2285,4218,4351,1766,2255,2224,2082
인천,(구)중구,20대이하,133,272,415,117,144,108,95
인천,(구)중구,30대,399,839,951,322,493,499,497
인천,(구)중구,40대,675,1067,918,365,534,513,473
인천,(구)중구,50대,518,864,791,391,553,492,433
인천,(구)중구,60대,291,614,622,276,343,394,364
인천,(구)중구,70대이상,132,290,319,128,146,177,197
인천,(구)중구,기타,137,272,335,167,42,41,23
인천,제물포구,합계,0,0,0,0,0,0,0
인천,제물포구,20대이하,0,0,0,0,0,0,0
인천,제물포구,30대,0,0,0,0,0,0,0
인천,제물포구,40대,0,0,0,0,0,0,0
인천,제물포구,50대,0,0,0,0,0,0,0
인천,제물포구,60대,0,0,0,0,0,0,0
인천,제물포구,70대이상,0,0,0,0,0,0,0
인천,제물포구,기타,0,0,0,0,0,0,0
인천,(구)동구,합계,1270,2166,2259,841,857,884,861
인천,(구)동구,20대이하,62,108,151,66,40,30,25
인천,(구)동구,30대,215,386,404,141,124,133,131
인천,(구)동구,40대,302,511,499,169,220,203,170
인천,(구)동구,50대,279,457,427,187,174,212,209
인천,(구)동구,60대,188,314,381,124,167,169,183
인천,(구)동구,70대이상,87,183,252,102,84,125,130
인천,(구)동구,기타,137,207,145,52,48,12,13
인천,영종구,합계,0,0,0,0,0,0,0
인천,영종구,20대이하,0,0,0,0,0,0,0
인천,영종구,30대,0,0,0,0,0,0,0
인천,영종구,40대,0,0,0,0,0,0,0
인천,영종구,50대,0,0,0,0,0,0,0
인천,영종구,60대,0,0,0,0,0,0,0
인천,영종구,70대이상,0,0,0,0,0,0,0
인천,영종구,기타,0,0,0,0,0,0,0
인천,미추홀구,합계,8969,13642,13261,6842,4914,5762,6038
인천,미추홀구,20대이하,481,686,953,538,226,209,203
인천,미추홀구,30대,1389,1966,2007,1006,807,963,1086
인천,미추홀구,40대,2309,2820,2461,1171,953,1170,1258
인천,미추홀구,50대,2112,2829,2748,1464,1157,1345,1427
인천,미추홀구,60대,1396,1949,1872,1042,824,1052,1121
인천,미추홀구,70대이상,626,934,859,525,388,515,610
인천,미추홀구,기타,656,2458,2361,1096,559,508,333
인천,연수구,합계,6212,12484,8593,1975,5018,5465,5715
인천,연수구,20대이하,244,605,704,211,267,208,231
인천,연수구,30대,1549,3234,2301,490,1522,1612,1728
인천,연수구,40대,1942,3654,2234,452,1407,1496,1524
인천,연수구,50대,1251,2353,1498,395,1013,1092,1176
인천,연수구,60대,708,1283,919,237,549,745,737
인천,연수구,70대이상,269,532,414,102,220,256,295
인천,연수구,기타,249,823,523,88,40,56,24
인천,남동구,합계,11753,16785,17770,6569,6385,7069,6497
인천,남동구,20대이하,552,819,1216,489,292,243,206
인천,남동구,30대,2045,3052,2879,1141,1321,1467,1277
인천,남동구,40대,3096,4248,3762,1257,1534,1751,1504
인천,남동구,50대,2649,3603,3507,1423,1557,1616,1491
인천,남동구,60대,1591,2447,2395,959,1022,1268,1174
인천,남동구,70대이상,702,991,1028,419,390,491,527
인천,남동구,기타,1118,1625,2983,881,269,233,318
인천,부평구,합계,13196,16297,13768,5070,5646,6785,6955
인천,부평구,20대이하,700,968,1331,473,314,314,295
인천,부평구,30대,2466,2973,2921,1059,1343,1522,1739
인천,부평구,40대,3590,3889,2640,875,1207,1453,1439
인천,부평구,50대,3243,3555,3001,1150,1357,1581,1475
인천,부평구,60대,1892,2279,2051,722,906,1160,1167
인천,부평구,70대이상,761,1053,907,345,328,502,529
인천,부평구,기타,544,1580,917,446,191,253,311
인천,계양구,합계,6474,8828,10474,3853,3434,4450,4138
인천,계양구,20대이하,398,610,927,347,223,194,179
인천,계양구,30대,1085,1545,1885,676,646,828,743
인천,계양구,40대,1587,1847,1865,644,689,855,792
인천,계양구,50대,1882,2300,2421,1004,864,1126,1073
인천,계양구,60대,996,1432,1627,613,640,951,911
인천,계양구,70대이상,402,500,606,201,201,302,343
인천,계양구,기타,124,594,1143,368,171,194,97
인천,(구)서구,합계,10237,17576,15575,7036,8740,9231,9479
인천,(구)서구,20대이하,554,905,1127,518,453,366,339
인천,(구)서구,30대,2251,3468,3227,1279,2045,2312,2483
인천,(구)서구,40대,2753,4395,3460,1398,2083,2259,2137
인천,(구)서구,50대,2567,3691,3295,1532,1937,2110,2046
인천,(구)서구,60대,1317,2323,2208,1042,1329,1434,1503
인천,(구)서구,70대이상,433,890,860,400,477,513,660
인천,(구)서구,기타,362,1904,1398,867,416,237,311
인천,서해구,합계,0,0,0,0,0,0,0
인천,서해구,20대이하,0,0,0,0,0,0,0
인천,서해구,30대,0,0,0,0,0,0,0
인천,서해구,40대,0,0,0,0,0,0,0
인천,서해구,50대,0,0,0,0,0,0,0
인천,서해구,60대,0,0,0,0,0,0,0
인천,서해구,70대이상,0,0,0,0,0,0,0
인천,서해구,기타,0,0,0,0,0,0,0
인천,검단구,합계,0,0,0,0,0,0,0
인천,검단구,20대이하,0,0,0,0,0,0,0
인천,검단구,30대,0,0,0,0,0,0,0
인천,검단구,40대,0,0,0,0,0,0,0
인천,검단구,50대,0,0,0,0,0,0,0
인천,검단구,60대,0,0,0,0,0,0,0
인천,검단구,70대이상,0,0,0,0,0,0,0
인천,검단구,기타,0,0,0,0,0,0,0
인천,강화군,합계,1106,1538,1752,1150,885,856,930
인천,강화군,20대이하,44,45,66,44,23,28,13
인천,강화군,30대,108,156,155,99,74,77,90
인천,강화군,40대,201,312,305,195,155,111,129
인천,강화군,50대,298,404,456,325,210,233,222
인천,강화군,60대,246,382,495,318,269,261,275
인천,강화군,70대이상,111,183,226,126,134,114,152
인천,강화군,기타,98,56,49,43,20,32,49
인천,옹진군,합계,170,224,256,244,276,217,113
인천,옹진군,20대이하,2,6,4,1,38,2,2
인천,옹진군,30대,10,23,12,16,14,5,13
인천,옹진군,40대,47,30,35,36,23,45,20
인천,옹진군,50대,52,59,74,45,66,45,28
인천,옹진군,60대,35,67,94,63,51,78,36
인천,옹진군,70대이상,14,20,31,60,64,23,14
인천,옹진군,기타,10,19,6,23,20,19,0
대전,,합계,35920,39208,25324,12192,16377,17956,19099
대전,,20대이하,1423,1965,1664,711,717,625,706
대전,,30대,7329,7969,5478,2215,3730,4248,4802
대전,,40대,10166,9914,5600,2490,3883,4084,4481
대전,,50대,8312,8684,5177,2655,3708,4043,4316
대전,,60대,4787,5510,3486,1938,2534,2692,3047
대전,,70대이상,2124,2592,1846,923,1028,1355,1401
대전,,기타,1779,2574,2073,1260,777,909,346
대전,동구,합계,5028,5614,3723,2089,2265,2832,2638
대전,동구,20대이하,186,277,241,103,98,104,106
대전,동구,30대,844,839,621,319,374,508,547
대전,동구,40대,1310,1256,780,365,479,606,524
대전,동구,50대,1179,1357,838,488,561,644,669
대전,동구,60대,749,995,619,405,438,521,485
대전,동구,70대이상,442,530,363,217,212,277,272
대전,동구,기타,318,360,261,192,103,172,35
대전,중구,합계,5962,6293,4472,2296,2386,2573,2740
대전,중구,20대이하,207,278,265,108,99,77,83
대전,중구,30대,1020,970,756,276,402,474,557
대전,중구,40대,1610,1490,909,401,491,520,589
대전,중구,50대,1387,1394,934,523,555,612,648
대전,중구,60대,882,974,670,411,440,415,504
대전,중구,70대이상,518,593,422,223,217,256,289
대전,중구,기타,338,594,516,354,182,219,70
대전,서구,합계,12102,12314,7686,3481,5333,5455,6428
대전,서구,20대이하,517,692,556,246,251,237,292
대전,서구,30대,2413,2722,1898,745,1349,1503,1718
대전,서구,40대,3548,3212,1803,819,1394,1335,1605
대전,서구,50대,2842,2623,1500,744,1150,1210,1440
대전,서구,60대,1679,1645,982,473,762,729,937
대전,서구,70대이상,649,747,483,221,273,333,389
대전,서구,기타,454,673,464,233,154,108,47
대전,유성구,합계,9714,10086,5727,2578,4496,4820,5114
대전,유성구,20대이하,369,503,339,141,182,138,148
대전,유성구,30대,2528,2640,1550,608,1257,1354,1566
대전,유성구,40대,2884,2737,1368,593,1125,1173,1333
대전,유성구,50대,2075,2044,1063,480,927,959,1019
대전,유성구,60대,986,1053,649,304,517,550,639
대전,유성구,70대이상,331,421,273,139,185,265,249
대전,유성구,기타,541,688,485,313,303,381,160
대전,대덕구,합계,3114,4901,3716,1748,1897,2276,2179
대전,대덕구,20대이하,144,215,263,113,87,69,77
대전,대덕구,30대,524,798,653,267,348,409,414
대전,대덕구,40대,814,1219,740,312,394,450,430
대전,대덕구,50대,829,1266,842,420,515,618,540
대전,대덕구,60대,491,843,566,345,377,477,482
대전,대덕구,70대이상,184,301,305,123,141,224,202
대전,대덕구,기타,128,259,347,168,35,29,34
울산,,합계,17119,29484,22088,11615,13437,15369,19133
울산,,20대이하,850,1442,1185,676,617,657,835
울산,,30대,4704,7628,4539,2703,3910,4543,5455
울산,,40대,4707,7799,4733,2573,3463,3848,4641
울산,,50대,3641,5943,3981,2372,2858,3257,4098
울산,,60대,1647,3256,2801,1514,1709,2100,2623
울산,,70대이상,580,1180,1186,649,566,667,980
울산,,기타,990,2236,3663,1128,314,297,501
울산,중구,합계,3337,6185,3699,2015,2400,2583,3355
울산,중구,20대이하,117,245,185,121,106,100,113
울산,중구,30대,963,1449,633,386,751,775,897
울산,중구,40대,823,1542,643,419,618,625,736
울산,중구,50대,677,1095,646,429,460,513,668
울산,중구,60대,366,693,496,286,288,382,496
울산,중구,70대이상,158,301,266,149,105,153,269
울산,중구,기타,233,860,830,225,72,35,176
울산,남구,합계,5871,10792,6330,2821,4043,4496,6022
울산,남구,20대이하,271,583,317,217,216,223,322
울산,남구,30대,1520,2653,1214,692,1292,1559,2024
울산,남구,40대,1591,2783,1054,533,996,1083,1448
울산,남구,50대,1213,2151,827,531,823,841,1128
울산,남구,60대,504,1131,650,315,449,487,671
울산,남구,70대이상,177,465,410,166,186,166,230
울산,남구,기타,595,1026,1858,367,81,137,199
울산,동구,합계,1557,2475,2716,1653,1555,1723,2111
울산,동구,20대이하,94,159,182,88,90,86,114
울산,동구,30대,505,696,586,308,364,366,502
울산,동구,40대,456,718,753,435,437,530,602
울산,동구,50대,291,453,502,279,330,383,460
울산,동구,60대,130,280,326,176,212,261,286
울산,동구,70대이상,43,83,107,70,60,74,114
울산,동구,기타,38,86,260,297,62,23,33
울산,북구,합계,3454,5405,4674,2507,2908,3496,4076
울산,북구,20대이하,219,265,276,151,125,151,176
울산,북구,30대,1061,1787,1266,822,990,1176,1291
울산,북구,40대,998,1553,1207,592,799,906,1069
울산,북구,50대,748,1081,883,470,550,710,868
울산,북구,60대,296,486,551,284,326,419,490
울산,북구,70대이상,89,125,148,91,74,105,150
울산,북구,기타,43,108,343,97,44,29,32
울산,울주군,합계,2900,4627,4669,2619,2531,3071,3569
울산,울주군,20대이하,149,190,225,99,80,97,110
울산,울주군,30대,655,1043,840,495,513,667,741
울산,울주군,40대,839,1203,1076,594,613,704,786
울산,울주군,50대,712,1163,1123,663,695,810,974
울산,울주군,60대,351,666,778,453,434,551,680
울산,울주군,70대이상,113,206,255,173,141,169,217
울산,울주군,기타,81,156,372,142,55,73,61
세종,,합계,6037,13543,7701,2994,5606,5880,7498
세종,,20대이하,207,706,302,181,227,159,228
세종,,30대,1452,3311,1564,782,1707,1690,2144
세종,,40대,1814,3943,2539,732,1561,1620,2100
세종,,50대,1392,2823,1572,700,1039,1096,1564
세종,,60대,790,1743,1027,385,638,756,890
세종,,70대이상,258,687,421,127,269,296,421
세종,,기타,124,330,276,87,165,263,151
경기,,합계,205815,371113,264334,110361,138129,169627,201027
경기,,20대이하,9832,19792,19708,7726,6755,6489,7229
경기,,30대,42805,83971,63506,22766,35150,42350,53085
경기,,40대,55193,95373,62528,23040,33298,42192,49370
경기,,50대,46385,76789,53297,24072,30349,37283,41704
경기,,60대,26076,48592,37016,16952,20175,25718,30847
경기,,70대이상,11584,22186,19226,7801,8581,11936,15477
경기,,기타,13940,24410,9053,8004,3821,3659,3315
경기,수원시,합계,22888,33491,27916,8212,12566,15418,18680
경기,수원시,20대이하,1108,2153,2197,635,762,785,848
경기,수원시,30대,5068,8382,7545,2009,3917,4910,6293
경기,수원시,40대,6416,8255,6910,1656,2907,3722,4596
경기,수원시,50대,4861,6376,4997,1593,2480,3093,3406
경기,수원시,60대,2376,3893,3179,1086,1439,1958,2315
경기,수원시,70대이상,1185,1733,1635,510,617,791,1038
경기,수원시,기타,1874,2699,1453,723,444,159,184
경기,장안구,합계,4788,7598,5599,1893,2432,3242,3447
경기,장안구,20대이하,169,420,494,158,148,146,169
경기,장안구,30대,905,1594,1397,342,605,832,984
경기,장안구,40대,1318,1818,1173,354,551,794,767
경기,장안구,50대,1091,1606,1078,414,557,750,721
경기,장안구,60대,532,1001,694,290,323,475,468
경기,장안구,70대이상,303,454,389,164,164,185,246
경기,장안구,기타,470,705,374,171,84,60,92
경기,권선구,합계,6837,11101,9618,2886,3447,4595,6164
경기,권선구,20대이하,298,633,720,206,186,223,218
경기,권선구,30대,1395,2399,2343,636,1039,1337,1679
경기,권선구,40대,1759,2718,2318,610,756,1006,1631
경기,권선구,50대,1600,2337,1709,611,734,1003,1277
경기,권선구,60대,835,1510,1152,392,489,709,947
경기,권선구,70대이상,388,596,551,168,199,283,388
경기,권선구,기타,562,908,825,263,44,34,24
경기,팔달구,합계,3634,4441,3261,1522,1993,2235,2787
경기,팔달구,20대이하,217,295,303,113,119,132,166
경기,팔달구,30대,661,1003,788,269,440,617,936
경기,팔달구,40대,894,940,666,265,369,457,506
경기,팔달구,50대,803,875,647,297,454,505,555
경기,팔달구,60대,411,536,396,224,233,331,376
경기,팔달구,70대이상,232,250,221,80,96,142,186
경기,팔달구,기타,416,542,240,274,282,51,62
경기,영통구,합계,7629,10351,9438,1911,4694,5346,6282
경기,영통구,20대이하,424,805,680,158,309,284,295
경기,영통구,30대,2107,3386,3017,762,1833,2124,2694
경기,영통구,40대,2445,2779,2753,427,1231,1465,1692
경기,영통구,50대,1367,1558,1563,271,735,835,853
경기,영통구,60대,598,846,937,180,394,443,524
경기,영통구,70대이상,262,433,474,98,158,181,218
경기,영통구,기타,426,544,14,15,34,14,6
경기,성남시,합계,14878,23314,11960,3809,6422,9136,13555
경기,성남시,20대이하,756,1225,865,263,249,295,413
경기,성남시,30대,3619,5895,2980,963,1914,2667,4343
경기,성남시,40대,4170,5978,2836,876,1816,2638,3921
경기,성남시,50대,3103,4429,2329,660,1213,1719,2376
경기,성남시,60대,1720,2840,1696,470,651,1124,1518
경기,성남시,70대이상,803,1414,890,273,327,583,849
경기,성남시,기타,707,1533,364,304,252,110,135
경기,수정구,합계,3968,4747,2418,873,1609,2054,3078
경기,수정구,20대이하,250,301,243,79,67,74,101
경기,수정구,30대,866,949,536,175,378,516,866
경기,수정구,40대,923,995,519,143,347,485,763
경기,수정구,50대,897,995,484,145,329,440,591
경기,수정구,60대,573,658,334,87,188,308,452
경기,수정구,70대이상,227,282,184,63,95,182,265
경기,수정구,기타,232,567,118,181,205,49,40
경기,중원구,합계,4493,7027,3825,1241,1138,1937,2706
경기,중원구,20대이하,350,594,419,108,71,98,127
경기,중원구,30대,908,1449,966,254,312,522,891
경기,중원구,40대,952,1437,795,283,246,461,549
경기,중원구,50대,1099,1433,691,241,240,389,454
경기,중원구,60대,581,890,503,164,181,295,410
경기,중원구,70대이상,263,398,259,97,70,143,219
경기,중원구,기타,340,826,192,94,18,29,56
경기,분당구,합계,6417,11540,5717,1695,3675,5145,7771
경기,분당구,20대이하,156,330,203,76,111,123,185
경기,분당구,30대,1845,3497,1478,534,1224,1629,2586
경기,분당구,40대,2295,3546,1522,450,1223,1692,2609
경기,분당구,50대,1107,2001,1154,274,644,890,1331
경기,분당구,60대,566,1292,859,219,282,521,656
경기,분당구,70대이상,313,734,447,113,162,258,365
경기,분당구,기타,135,140,54,29,29,32,39
경기,의정부시,합계,7113,13413,9079,3401,4457,5580,6834
경기,의정부시,20대이하,341,747,820,278,225,217,232
경기,의정부시,30대,1203,2204,1881,621,1000,1195,1384
경기,의정부시,40대,1903,3211,2061,710,1031,1278,1633
경기,의정부시,50대,1691,2964,1947,726,1084,1361,1643
경기,의정부시,60대,958,1958,1331,555,709,976,1219
경기,의정부시,70대이상,538,996,838,274,327,457,599
경기,의정부시,기타,479,1333,201,237,81,96,124
경기,안양시,합계,10822,15982,8911,3283,4865,7019,10137
경기,안양시,20대이하,706,1084,780,237,277,308,453
경기,안양시,30대,2297,4309,2779,824,1651,2429,3548
경기,안양시,40대,2620,3771,1972,628,1117,1676,2361
경기,안양시,50대,2435,3235,1495,578,869,1237,1756
경기,안양시,60대,1391,2007,1004,514,615,911,1281
경기,안양시,70대이상,546,830,555,262,238,407,561
경기,안양시,기타,827,746,326,240,98,51,177
경기,만안구,합계,4613,5943,4351,2314,1944,2399,3413
경기,만안구,20대이하,266,383,385,135,125,105,160
경기,만안구,30대,913,1378,1008,450,566,694,1025
경기,만안구,40대,977,1285,835,443,362,483,677
경기,만안구,50대,1201,1306,892,434,403,503,694
경기,만안구,60대,707,886,610,450,316,399,556
경기,만안구,70대이상,253,393,370,205,118,187,251
경기,만안구,기타,296,312,251,197,54,28,50
경기,동안구,합계,6209,10039,4560,969,2921,4620,6724
경기,동안구,20대이하,440,701,395,102,152,203,293
경기,동안구,30대,1384,2931,1771,374,1085,1735,2523
경기,동안구,40대,1643,2486,1137,185,755,1193,1684
경기,동안구,50대,1234,1929,603,144,466,734,1062
경기,동안구,60대,684,1121,394,64,299,512,725
경기,동안구,70대이상,293,437,185,57,120,220,310
경기,동안구,기타,531,434,75,43,44,23,127
경기,부천시,합계,16139,22409,16919,8942,7197,8743,9787
경기,부천시,20대이하,713,1094,1429,622,352,348,367
경기,부천시,30대,3221,4691,3941,1652,1728,2020,2233
경기,부천시,40대,4068,5048,3543,1808,1537,2001,2280
경기,부천시,50대,4212,4994,3641,2030,1716,1989,2065
경기,부천시,60대,2397,3396,2560,1587,1226,1507,1729
경기,부천시,70대이상,803,1328,1148,614,454,624,785
경기,부천시,기타,725,1858,657,629,184,254,328
경기,원미구,합계,0,0,0,0,0,4493,4903
경기,원미구,20대이하,0,0,0,0,0,165,206
경기,원미구,30대,0,0,0,0,0,1174,1331
경기,원미구,40대,0,0,0,0,0,1156,1208
경기,원미구,50대,0,0,0,0,0,947,981
경기,원미구,60대,0,0,0,0,0,668,754
경기,원미구,70대이상,0,0,0,0,0,284,303
경기,원미구,기타,0,0,0,0,0,99,120
경기,소사구,합계,0,0,0,0,0,2482,3020
경기,소사구,20대이하,0,0,0,0,0,96,85
경기,소사구,30대,0,0,0,0,0,611,659
경기,소사구,40대,0,0,0,0,0,571,762
경기,소사구,50대,0,0,0,0,0,568,643
경기,소사구,60대,0,0,0,0,0,430,517
경기,소사구,70대이상,0,0,0,0,0,180,291
경기,소사구,기타,0,0,0,0,0,26,63
