date,region,전세수급,전세증감,매매증감,매수자,매수우위
1900-01-05,전국,,,0.1,,
1900-01-05,서울,125.72,0.0,0.11,9.68,73.47
1900-01-05,인천,143.04,0.12,0.23,25.19,103.22
1900-01-05,경기도,116.74,0.02,0.14,8.58,58.07
1900-01-05,부산,173.3,0.04,0.04,8.2,56.55
1900-01-05,대구,127.43,-0.03,-0.05,0.0,21.98
1900-01-05,광주,180.11,0.11,0.02,2.31,54.72
1900-01-05,대전,181.57,0.07,0.03,0.88,45.01
1900-01-05,세종,0.0,0.0,0.0,,0.0
1900-01-05,울산,113.04,-0.0,0.03,3.56,36.04
1900-01-05,강원,0.0,-0.07,0.12,0.0,0.0
1900-01-05,충북,0.0,0.06,0.0,0.0,0.0
1900-01-05,충남,0.0,0.1,0.14,0.0,0.0
1900-01-05,전북,0.0,0.07,0.18,0.0,0.0
1900-01-05,전남,0.0,0.0,0.15,0.0,0.0
1900-01-05,경북,0.0,0.03,0.02,0.0,0.0
1900-01-05,경남,0.0,0.05,0.11,0.0,0.0
1900-01-05,제주,0.0,0.0,0.0,0.0,0.0
1900-01-05,기타지방,149.59,0.04,0.1,12.1,60.39
1900-01-02,전국,,,-0.04,,
1900-01-02,서울,92.64,0.24,0.01,2.66,31.32
1900-01-02,인천,113.69,-0.23,-0.06,0.0,22.59
1900-01-02,경기도,88.17,0.02,-0.08,0.19,12.83
1900-01-02,부산,174.33,0.18,0.01,3.37,37.5
1900-01-02,대구,93.09,-0.33,-0.18,0.37,10.87
1900-01-02,광주,170.27,-0.02,-0.03,0.89,23.97
1900-01-02,대전,176.53,0.03,0.01,0.0,27.68
1900-01-02,세종,0.0,0.0,0.0,0.0,0.0
1900-01-02,울산,106.59,-0.06,0.0,2.18,26.8
1900-01-02,강원,0.0,0.0,-0.0,0.0,0.0
1900-01-02,충북,0.0,0.1,-0.11,0.0,0.0
1900-01-02,충남,0.0,0.03,-0.02,0.0,0.0
1900-01-02,전북,0.0,0.02,0.01,0.0,0.0
1900-01-02,전남,0.0,0.04,-0.01,0.0,0.0
1900-01-02,경북,0.0,-0.1,-0.14,0.0,0.0
1900-01-02,경남,0.0,0.05,-0.02,0.0,0.0
1900-01-02,제주,0.0,0.07,0.03,0.0,0.0
1900-01-02,기타지방,145.18,0.03,-0.04,2.66,37.77
2017-01-09,전국,,,0.0,,
2017-01-09,서울,146.87,0.01,0.0,2.55,56.64
2017-01-09,인천,145.33,0.02,-0.02,1.13,47.26
2017-01-09,경기도,146.67,0.0,0.01,1.64,44.43
2017-01-09,부산,128.7,0.05,0.09,3.1,53.9
2017-01-09,대구,139.37,-0.0,-0.05,0.91,23.76
2017-01-09,광주,167.31,0.01,-0.0,2.69,50.55
2017-01-09,대전,180.99,0.0,0.01,5.3,55.77
2017-01-09,세종,0.0,-0.02,0.01,0.0,0.0
2017-01-09,울산,128.48,0.02,-0.01,0.81,44.62
2017-01-09,강원,174.83,0.01,0.01,1.35,52.54
2017-01-09,충북,174.58,-0.01,-0.02,0.0,26.76
2017-01-09,충남,103.45,-0.03,-0.02,2.18,31.63
2017-01-09,전북,173.5,0.01,0.0,8.04,53.77
2017-01-09,전남,191.42,0.03,0.05,41.31,133.56
2017-01-09,경북,138.56,-0.02,-0.05,0.0,21.91
2017-01-09,경남,114.58,-0.04,-0.03,1.58,23.05
2017-01-09,제주,180.95,0.11,0.14,23.81,95.24
2017-01-09,기타지방,143.63,-0.01,-0.01,5.83,41.84
2017-01-16,전국,,,0.0,,
2017-01-16,서울,149.24,0.01,0.0,1.94,53.18
2017-01-16,인천,146.83,0.02,-0.01,1.4,51.03
2017-01-16,경기도,148.44,0.01,0.0,1.33,39.34
2017-01-16,부산,128.88,0.05,0.09,2.63,49.34
2017-01-16,대구,136.78,-0.05,-0.04,0.46,26.8
2017-01-16,광주,167.75,0.01,-0.02,2.67,45.26
2017-01-16,대전,189.28,0.03,0.01,3.19,32.29
2017-01-16,세종,0.0,-0.05,0.01,0.0,0.0
2017-01-16,울산,135.48,0.01,-0.02,0.0,24.97
2017-01-16,강원,178.93,0.05,0.04,4.48,54.67
2017-01-16,충북,176.9,0.0,-0.0,0.0,22.59
2017-01-16,충남,113.82,-0.05,-0.03,1.01,24.14
2017-01-16,전북,172.65,-0.01,-0.02,0.0,38.8
2017-01-16,전남,191.81,0.0,0.03,36.13,116.64
2017-01-16,경북,143.31,-0.02,-0.03,1.24,13.85
2017-01-16,경남,129.87,-0.05,-0.04,3.4,28.22
2017-01-16,제주,180.95,0.03,0.05,19.05,85.71
2017-01-16,기타지방,150.4,-0.02,-0.01,4.95,37.13
2017-01-23,전국,,,-0.0,,
2017-01-23,서울,151.62,0.0,0.0,2.0,55.69
2017-01-23,인천,144.32,0.03,-0.01,1.4,42.22
2017-01-23,경기도,149.36,0.01,0.0,1.19,40.71
2017-01-23,부산,129.94,0.05,0.07,3.63,52.38
2017-01-23,대구,138.27,-0.0,-0.01,0.0,32.35
2017-01-23,광주,164.03,0.0,-0.0,1.1,41.95
2017-01-23,대전,185.07,0.01,0.01,6.49,41.69
2017-01-23,세종,0.0,-0.06,0.0,0.0,0.0
2017-01-23,울산,140.88,0.0,-0.04,0.0,32.13
2017-01-23,강원,170.61,0.06,0.04,6.37,45.34
2017-01-23,충북,176.79,-0.03,-0.05,0.65,25.7
2017-01-23,충남,117.61,-0.07,-0.06,0.0,27.95
2017-01-23,전북,176.37,0.01,0.01,1.97,49.51
2017-01-23,전남,190.48,0.06,0.05,30.48,109.02
2017-01-23,경북,141.65,-0.08,-0.07,0.0,12.38
2017-01-23,경남,131.17,-0.02,-0.04,3.83,31.45
2017-01-23,제주,171.43,0.02,0.02,14.29,66.67
2017-01-23,기타지방,150.29,-0.02,-0.02,4.71,38.25
2017-01-30,전국,,,0.0,,
2017-01-30,서울,153.6,0.0,0.01,2.31,55.37
2017-01-30,인천,147.67,0.01,0.0,2.24,42.25
2017-01-30,경기도,148.34,0.0,0.0,1.46,41.72
2017-01-30,부산,123.16,0.04,0.05,3.55,52.87
2017-01-30,대구,139.17,-0.01,-0.05,0.0,33.39
2017-01-30,광주,164.29,0.0,0.02,3.64,46.43
2017-01-30,대전,189.66,0.01,0.03,1.76,27.02
2017-01-30,세종,0.0,-0.02,0.0,0.0,0.0
2017-01-30,울산,129.59,-0.0,-0.01,1.83,33.22
2017-01-30,강원,167.05,0.03,0.01,1.86,32.95
2017-01-30,충북,176.5,0.0,-0.0,0.7,26.26
2017-01-30,충남,105.33,-0.02,-0.0,2.24,30.06
2017-01-30,전북,179.99,0.02,0.01,4.43,52.77
2017-01-30,전남,191.32,0.0,0.02,32.74,112.4
2017-01-30,경북,148.59,-0.03,-0.05,0.0,19.23
2017-01-30,경남,125.63,-0.02,-0.01,1.12,26.52
2017-01-30,제주,176.19,0.05,0.03,23.81,90.48
2017-01-30,기타지방,148.45,-0.01,-0.01,4.61,38.29
2017-02-06,전국,,,0.0,,
2017-02-06,서울,146.59,0.01,0.01,2.88,53.58
2017-02-06,인천,152.98,0.01,0.01,0.9,47.15
2017-02-06,경기도,146.34,0.01,-0.0,2.15,40.35
2017-02-06,부산,130.88,0.06,0.06,5.07,56.22
2017-02-06,대구,142.04,-0.03,-0.07,0.47,29.87
2017-02-06,광주,168.36,0.02,0.02,5.06,54.14
2017-02-06,대전,175.4,0.02,0.01,4.99,40.6
2017-02-06,세종,0.0,-0.07,0.02,0.0,0.0
2017-02-06,울산,136.68,0.01,-0.0,0.0,31.27
2017-02-06,강원,168.17,0.04,0.02,2.7,51.57
2017-02-06,충북,177.55,-0.01,-0.04,1.35,23.35
2017-02-06,충남,107.2,-0.01,-0.05,2.21,27.55
2017-02-06,전북,181.54,0.01,-0.01,4.01,47.77
2017-02-06,전남,188.61,0.01,0.02,36.17,123.09
2017-02-06,경북,143.66,-0.03,-0.05,0.0,7.06
2017-02-06,경남,110.62,-0.01,-0.02,1.94,24.88
2017-02-06,제주,166.67,0.01,0.01,23.81,80.95
2017-02-06,기타지방,144.09,-0.0,-0.02,5.3,37.89
2017-02-13,전국,,,0.0,,
2017-02-13,서울,150.93,0.01,0.01,4.36,58.34
2017-02-13,인천,163.63,0.03,0.01,1.75,45.7
2017-02-13,경기도,152.68,0.02,0.0,2.25,42.04
2017-02-13,부산,126.95,0.03,0.07,5.3,50.93
2017-02-13,대구,142.7,-0.0,-0.05,0.0,26.29
2017-02-13,광주,169.13,0.01,-0.0,4.01,49.7
2017-02-13,대전,188.73,0.03,0.02,1.4,29.03
2017-02-13,세종,0.0,-0.12,0.0,0.0,0.0
2017-02-13,울산,146.73,0.01,-0.01,1.48,48.01
2017-02-13,강원,173.99,0.02,0.02,5.91,45.09
2017-02-13,충북,175.84,-0.02,-0.03,0.0,22.03
2017-02-13,충남,106.43,-0.08,-0.03,0.98,21.13
2017-02-13,전북,185.9,-0.0,-0.03,3.54,56.48
2017-02-13,전남,188.9,0.02,0.02,41.04,120.99
2017-02-13,경북,144.69,-0.03,-0.07,0.0,8.95
2017-02-13,경남,127.9,-0.04,-0.05,4.5,34.88
2017-02-13,제주,176.19,0.07,0.02,14.29,76.19
2017-02-13,기타지방,149.16,-0.03,-0.03,6.14,39.81
2017-02-20,전국,,,0.0,,
2017-02-20,서울,149.78,0.02,0.02,4.44,57.63
2017-02-20,인천,165.28,0.01,0.0,1.91,43.16
2017-02-20,경기도,150.66,0.01,0.01,1.85,41.38
2017-02-20,부산,125.27,0.03,0.06,6.81,51.83
2017-02-20,대구,139.2,0.0,-0.02,1.63,25.69
2017-02-20,광주,166.16,0.0,-0.0,4.99,51.71
2017-02-20,대전,178.47,0.0,0.02,3.11,28.46
2017-02-20,세종,0.0,-0.11,0.05,0.0,0.0
2017-02-20,울산,140.72,-0.01,-0.0,0.0,30.68
2017-02-20,강원,175.34,0.04,0.04,1.35,48.82
2017-02-20,충북,178.02,-0.0,-0.01,1.03,16.47
2017-02-20,충남,107.44,-0.0,0.0,0.55,19.31
2017-02-20,전북,186.66,0.0,-0.03,1.02,51.17
2017-02-20,전남,186.59,0.02,0.03,23.93,105.71
2017-02-20,경북,145.04,-0.05,-0.05,0.0,15.28
2017-02-20,경남,121.99,-0.04,-0.06,3.14,26.32
2017-02-20,제주,166.67,0.04,0.03,9.52,61.9
2017-02-20,기타지방,148.32,-0.01,-0.02,3.65,35.6
2017-02-27,전국,,,0.0,,
2017-02-27,서울,152.83,0.01,0.03,3.64,57.52
2017-02-27,인천,168.8,0.0,0.03,3.63,48.74
2017-02-27,경기도,153.55,0.01,0.01,2.17,40.48
2017-02-27,부산,125.07,0.02,0.03,4.07,45.9
2017-02-27,대구,147.94,-0.05,-0.06,0.0,21.71
2017-02-27,광주,159.52,0.0,0.01,2.33,40.21
2017-02-27,대전,179.63,0.01,0.0,2.63,32.58
2017-02-27,세종,0.0,-0.17,0.0,0.0,0.0
2017-02-27,울산,150.49,0.01,-0.03,0.0,30.59
2017-02-27,강원,183.62,0.02,0.02,3.72,43.42
2017-02-27,충북,173.24,0.0,-0.03,0.0,19.91
2017-02-27,충남,107.14,-0.0,-0.03,1.69,29.48
2017-02-27,전북,185.31,0.01,-0.0,5.98,58.52
2017-02-27,전남,183.76,0.03,0.0,20.15,103.75
2017-02-27,경북,148.0,-0.01,-0.05,1.29,19.01
2017-02-27,경남,125.13,-0.02,-0.05,4.23,26.49
2017-02-27,제주,163.64,-0.0,0.01,13.64,68.18
2017-02-27,기타지방,148.77,-0.0,-0.03,4.59,38.33
2017-03-06,전국,,,0.0,,
2017-03-06,서울,151.78,0.01,0.03,5.03,59.33
2017-03-06,인천,173.89,0.01,0.01,6.89,53.31
2017-03-06,경기도,155.81,0.01,0.01,3.06,42.08
2017-03-06,부산,130.75,0.02,0.04,3.65,47.09
2017-03-06,대구,143.83,-0.0,-0.04,0.0,27.17
2017-03-06,광주,162.73,0.0,-0.0,2.93,46.09
2017-03-06,대전,172.96,0.01,0.02,2.04,30.59
2017-03-06,세종,0.0,-0.07,0.03,0.0,0.0
2017-03-06,울산,154.68,0.02,-0.02,0.0,18.44
2017-03-06,강원,174.67,0.01,0.02,7.96,58.83
2017-03-06,충북,177.93,-0.01,-0.01,0.0,17.25
2017-03-06,충남,94.03,-0.05,-0.03,0.52,18.18
2017-03-06,전북,190.99,0.01,0.0,5.47,55.6
2017-03-06,전남,184.82,0.01,0.02,22.59,101.94
2017-03-06,경북,145.37,-0.07,-0.08,0.0,12.51
2017-03-06,경남,122.43,-0.06,-0.05,2.66,23.68
2017-03-06,제주,168.18,0.0,0.02,9.09,59.09
2017-03-06,기타지방,145.6,-0.03,-0.02,4.37,35.16
2017-03-13,전국,,,0.01,,
2017-03-13,서울,151.37,0.01,0.02,6.27,65.98
2017-03-13,인천,169.12,0.0,0.01,1.85,43.04
2017-03-13,경기도,158.11,0.01,0.01,3.46,47.88
2017-03-13,부산,131.64,0.02,0.05,4.59,44.63
2017-03-13,대구,147.43,0.0,-0.01,0.0,37.78
2017-03-13,광주,161.74,0.0,0.0,5.77,45.0
2017-03-13,대전,176.27,0.0,0.01,0.64,23.32
2017-03-13,세종,0.0,-0.12,-0.0,0.0,0.0
2017-03-13,울산,154.88,0.01,-0.01,3.23,23.88
2017-03-13,강원,180.49,0.01,0.03,5.91,53.41
2017-03-13,충북,172.68,0.0,-0.04,1.04,10.69
2017-03-13,충남,93.5,-0.03,-0.01,1.6,25.42
2017-03-13,전북,179.26,0.02,-0.0,2.81,56.74
2017-03-13,전남,183.42,0.03,0.01,28.35,106.05
2017-03-13,경북,140.31,-0.03,-0.04,1.04,17.2
2017-03-13,경남,114.2,-0.0,-0.04,3.71,28.8
2017-03-13,제주,131.82,0.04,0.04,4.55,50.0
2017-03-13,기타지방,140.39,-0.0,-0.02,4.96,37.64
2017-03-20,전국,,,0.01,,
2017-03-20,서울,148.3,0.02,0.03,4.69,63.56
2017-03-20,인천,169.28,0.02,0.03,3.39,49.06
2017-03-20,경기도,155.42,0.01,0.01,3.09,45.29
2017-03-20,부산,131.19,0.03,0.03,5.3,45.34
2017-03-20,대구,142.05,0.0,-0.02,0.0,29.21
2017-03-20,광주,159.55,0.01,0.01,4.47,45.89
2017-03-20,대전,169.87,0.01,0.02,0.76,27.51
2017-03-20,세종,0.0,-0.13,0.0,0.0,0.0
2017-03-20,울산,152.8,0.01,-0.02,0.0,19.17
2017-03-20,강원,187.56,0.01,0.04,2.65,43.28
2017-03-20,충북,172.83,0.01,-0.02,2.09,14.56
2017-03-20,충남,93.69,-0.03,-0.04,1.59,22.4
2017-03-20,전북,173.12,0.01,-0.01,1.04,49.56
2017-03-20,전남,180.51,-0.0,0.04,25.46,107.15
2017-03-20,경북,139.6,-0.05,-0.04,0.0,14.92
2017-03-20,경남,113.09,-0.03,-0.03,3.78,25.72
2017-03-20,제주,138.1,0.01,0.02,4.76,52.38
2017-03-20,기타지방,139.29,-0.02,-0.01,4.2,34.83
2017-03-27,전국,,,0.01,,
2017-03-27,서울,147.36,0.02,0.03,5.23,64.9
2017-03-27,인천,174.2,0.01,0.02,2.61,43.49
2017-03-27,경기도,153.73,0.01,0.01,2.07,46.22
2017-03-27,부산,123.35,0.02,0.04,4.38,40.57
2017-03-27,대구,142.79,0.0,-0.02,0.5,31.78
2017-03-27,광주,160.76,0.02,0.01,1.74,40.76
2017-03-27,대전,175.75,0.0,0.01,2.4,24.95
2017-03-27,세종,0.0,-0.03,0.02,0.0,0.0
2017-03-27,울산,138.43,0.0,-0.02,0.0,17.46
2017-03-27,강원,173.99,0.02,0.03,4.56,44.26
2017-03-27,충북,172.21,0.0,-0.01,1.06,17.54
2017-03-27,충남,94.23,-0.02,-0.02,1.6,24.18
2017-03-27,전북,179.1,-0.0,-0.0,2.08,57.56
2017-03-27,전남,185.41,0.03,0.02,20.14,95.32
2017-03-27,경북,137.04,-0.05,-0.05,1.04,10.4
2017-03-27,경남,102.39,-0.04,-0.04,3.36,26.01
2017-03-27,제주,138.1,-0.0,-0.0,0.0,47.62
2017-03-27,기타지방,136.37,-0.02,-0.02,3.89,34.85
2017-04-03,전국,,,0.01,,
2017-04-03,서울,150.91,0.02,0.03,5.94,65.41
2017-04-03,인천,167.82,0.0,0.01,2.84,45.24
2017-04-03,경기도,154.25,0.0,0.01,3.92,46.11
2017-04-03,부산,123.18,0.02,0.04,5.33,45.28
2017-04-03,대구,139.45,-0.02,-0.04,1.39,33.95
2017-04-03,광주,159.73,0.01,-0.0,2.8,39.58
2017-04-03,대전,170.58,0.0,0.01,0.64,23.43
2017-04-03,세종,0.0,-0.06,0.03,0.0,0.0
2017-04-03,울산,143.34,0.0,-0.01,1.38,21.83
2017-04-03,강원,178.06,0.02,0.04,4.06,52.23
2017-04-03,충북,171.5,-0.01,-0.02,0.0,12.34
2017-04-03,충남,92.79,-0.04,-0.03,0.0,22.46
2017-04-03,전북,182.78,0.01,0.0,2.04,51.8
2017-04-03,전남,183.65,0.01,0.02,20.28,89.41
2017-04-03,경북,133.34,-0.04,-0.04,1.04,11.07
2017-04-03,경남,90.89,-0.03,-0.03,3.78,29.85
2017-04-03,제주,147.62,0.01,-0.01,0.0,47.62
2017-04-03,기타지방,133.45,-0.02,-0.01,3.6,34.46
2017-04-10,전국,,,0.01,,
2017-04-10,서울,149.13,0.02,0.04,8.65,72.87
2017-04-10,인천,164.46,0.01,0.01,2.88,44.65
2017-04-10,경기도,154.51,-0.0,0.01,2.67,50.77
2017-04-10,부산,120.25,0.02,0.04,4.29,43.8
2017-04-10,대구,139.79,-0.02,-0.01,0.0,31.61
2017-04-10,광주,155.54,-0.0,-0.0,5.04,43.63
2017-04-10,대전,167.04,0.01,0.01,0.64,26.38
2017-04-10,세종,0.0,-0.09,0.04,0.0,0.0
2017-04-10,울산,138.68,0.0,-0.03,2.08,35.76
2017-04-10,강원,161.66,-0.0,0.03,4.56,51.0
2017-04-10,충북,172.39,-0.0,-0.02,0.0,15.44
2017-04-10,충남,92.26,-0.03,-0.01,2.85,19.61
2017-04-10,전북,185.26,-0.0,-0.01,0.99,46.98
2017-04-10,전남,185.71,-0.0,0.01,19.09,87.55
2017-04-10,경북,130.27,-0.05,-0.03,1.04,9.3
2017-04-10,경남,89.53,-0.02,-0.05,2.12,25.94
2017-04-10,제주,142.86,0.01,-0.02,4.76,38.1
2017-04-10,기타지방,131.89,-0.02,-0.02,3.53,32.3
2017-04-17,전국,,,0.01,,
2017-04-17,서울,149.35,0.03,0.05,11.0,73.66
2017-04-17,인천,164.06,0.01,0.02,4.52,49.0
2017-04-17,경기도,152.67,0.02,0.01,3.62,51.14
2017-04-17,부산,117.32,0.04,0.04,4.14,42.72
2017-04-17,대구,145.96,-0.01,-0.03,0.0,36.57
2017-04-17,광주,162.16,0.02,-0.01,3.89,44.52
2017-04-17,대전,168.17,-0.01,0.01,1.28,25.61
2017-04-17,세종,0.0,-0.03,0.01,0.0,0.0
2017-04-17,울산,119.84,0.0,-0.01,0.81,31.08
2017-04-17,강원,169.75,0.03,0.04,1.86,50.35
2017-04-17,충북,168.72,0.0,-0.01,0.0,13.85
2017-04-17,충남,89.32,-0.03,-0.02,0.0,11.97
2017-04-17,전북,180.1,0.0,0.01,3.47,57.94
2017-04-17,전남,180.16,0.0,0.02,21.1,92.38
2017-04-17,경북,125.96,-0.05,-0.03,0.0,8.68
2017-04-17,경남,88.11,-0.01,-0.04,4.22,25.92
2017-04-17,제주,128.57,-0.0,-0.02,0.0,42.86
2017-04-17,기타지방,129.45,-0.01,-0.01,3.66,32.74
2017-04-24,전국,,,0.01,,
2017-04-24,서울,148.47,0.02,0.05,11.02,75.2
2017-04-24,인천,162.86,0.02,0.03,2.54,48.26
2017-04-24,경기도,149.05,0.01,0.01,2.82,50.57
2017-04-24,부산,119.09,0.02,0.04,2.61,36.91
2017-04-24,대구,133.91,-0.0,-0.02,0.5,39.65
2017-04-24,광주,157.8,-0.0,-0.01,2.8,47.66
2017-04-24,대전,163.4,-0.02,0.01,0.64,19.46
2017-04-24,세종,0.0,-0.03,0.03,0.0,0.0
2017-04-24,울산,115.38,0.0,-0.02,0.81,33.79
2017-04-24,강원,173.99,0.03,0.02,4.56,41.88
2017-04-24,충북,166.55,-0.0,-0.04,0.0,8.12
2017-04-24,충남,93.21,-0.05,-0.04,1.63,21.04
2017-04-24,전북,178.38,0.0,0.0,2.08,44.41
2017-04-24,전남,177.42,0.01,-0.01,25.86,106.3
2017-04-24,경북,135.51,-0.04,-0.06,0.0,12.29
2017-04-24,경남,86.39,-0.03,-0.03,1.64,23.48
2017-04-24,제주,133.33,-0.0,-0.01,4.76,52.38
2017-04-24,기타지방,130.41,-0.02,-0.02,3.64,31.58
2017-05-08,전국,,,0.01,,
2017-05-08,서울,150.83,0.03,0.06,15.97,86.12
2017-05-08,인천,159.01,0.02,0.02,4.45,55.01
2017-05-08,경기도,150.11,0.01,0.01,4.72,55.37
2017-05-08,부산,114.43,0.02,0.04,3.55,37.59
2017-05-08,대구,144.66,-0.02,-0.01,1.94,45.55
2017-05-08,광주,157.82,0.0,-0.0,3.63,50.08
2017-05-08,대전,169.89,-0.02,0.01,0.76,24.73
2017-05-08,세종,0.0,-0.12,0.01,0.0,0.0
2017-05-08,울산,117.94,-0.01,-0.01,0.81,25.03
2017-05-08,강원,172.58,0.01,0.01,1.35,34.17
2017-05-08,충북,170.48,0.0,-0.01,1.07,14.56
2017-05-08,충남,96.78,-0.05,-0.01,0.52,20.02
2017-05-08,전북,175.63,0.01,0.0,2.52,50.19
2017-05-08,전남,185.68,0.03,0.01,18.49,96.11
2017-05-08,경북,124.11,-0.02,-0.03,0.0,11.08
2017-05-08,경남,77.73,-0.05,-0.06,1.08,23.45
2017-05-08,제주,133.33,-0.0,-0.01,9.52,57.14
2017-05-08,기타지방,127.71,-0.02,-0.02,2.86,31.9
2017-05-15,전국,,,0.01,,
2017-05-15,서울,151.28,0.03,0.06,23.77,98.12
2017-05-15,인천,160.13,0.02,0.03,7.68,64.8
2017-05-15,경기도,146.11,0.01,0.02,5.9,55.6
2017-05-15,부산,117.67,0.02,0.04,5.78,45.74
2017-05-15,대구,140.68,-0.01,-0.02,0.5,43.63
2017-05-15,광주,159.44,0.01,0.0,3.39,41.32
2017-05-15,대전,160.24,-0.01,0.0,2.43,27.21
2017-05-15,세종,0.0,-0.0,0.03,0.0,0.0
2017-05-15,울산,116.58,-0.02,-0.01,2.25,41.9
2017-05-15,강원,158.45,0.04,0.01,1.86,45.6
2017-05-15,충북,170.15,-0.0,-0.01,0.0,15.61
2017-05-15,충남,89.27,-0.04,-0.02,0.0,14.35
2017-05-15,전북,175.67,0.01,0.01,2.3,47.38
2017-05-15,전남,182.93,0.03,0.03,22.22,99.25
2017-05-15,경북,122.23,-0.05,-0.03,0.0,9.83
2017-05-15,경남,82.81,-0.05,-0.05,2.64,20.45
2017-05-15,제주,147.62,0.0,-0.02,9.52,57.14
2017-05-15,기타지방,126.7,-0.02,-0.02,3.39,31.18
2017-05-22,전국,,,0.02,,
2017-05-22,서울,150.23,0.03,0.09,30.83,107.72
2017-05-22,인천,162.8,0.02,0.01,7.57,62.75
2017-05-22,경기도,145.79,0.0,0.02,6.86,63.1
2017-05-22,부산,115.83,0.01,0.03,4.66,46.47
2017-05-22,대구,137.43,-0.02,-0.02,0.0,46.52
2017-05-22,광주,158.13,0.02,0.0,1.02,47.91
2017-05-22,대전,177.73,-0.0,0.02,0.64,23.03
2017-05-22,세종,0.0,-0.04,0.04,0.0,0.0
2017-05-22,울산,103.4,-0.01,-0.01,3.8,32.82
2017-05-22,강원,168.41,-0.0,0.02,1.86,36.54
2017-05-22,충북,166.88,-0.01,-0.01,0.0,7.64
2017-05-22,충남,83.71,-0.02,-0.03,1.04,17.18
2017-05-22,전북,181.19,0.01,-0.03,2.16,42.53
2017-05-22,전남,171.15,0.02,0.01,20.93,100.39
2017-05-22,경북,127.58,-0.04,-0.05,1.04,12.05
2017-05-22,경남,75.43,-0.03,-0.03,1.69,27.24
2017-05-22,제주,136.84,0.0,-0.01,10.53,57.89
2017-05-22,기타지방,124.72,-0.01,-0.02,3.55,32.11
2017-05-29,전국,,,0.04,,
2017-05-29,서울,152.39,0.08,0.13,44.52,126.82
2017-05-29,인천,160.62,0.04,0.04,8.26,62.11
2017-05-29,경기도,144.94,0.03,0.03,10.58,66.82
2017-05-29,부산,110.43,0.02,0.08,2.45,39.82
2017-05-29,대구,139.23,-0.0,-0.02,1.47,45.72
2017-05-29,광주,160.06,0.0,0.01,4.97,54.43
2017-05-29,대전,182.52,-0.0,0.01,1.92,24.23
2017-05-29,세종,0.0,-0.11,0.15,0.0,0.0
2017-05-29,울산,108.41,-0.01,-0.08,1.24,33.7
2017-05-29,강원,179.34,0.05,0.02,7.74,53.03
2017-05-29,충북,162.11,-0.01,-0.07,0.0,6.29
2017-05-29,충남,100.68,-0.03,-0.02,0.0,5.6
2017-05-29,전북,190.4,0.02,0.01,0.0,46.6
2017-05-29,전남,174.85,0.02,0.01,24.28,103.54
2017-05-29,경북,126.73,-0.02,-0.02,0.0,12.16
2017-05-29,경남,66.14,-0.06,-0.02,2.26,20.74
2017-05-29,제주,147.62,-0.0,-0.01,9.52,47.62
2017-05-29,기타지방,127.18,-0.02,-0.01,4.07,31.02
2017-06-05,전국,,,0.08,,
2017-06-05,서울,150.21,0.1,0.3,49.12,135.55
2017-06-05,인천,160.29,0.06,0.05,13.52,70.78
2017-06-05,경기도,148.17,0.02,0.07,14.12,74.15
2017-06-05,부산,114.96,0.02,0.06,3.89,41.88
2017-06-05,대구,132.62,-0.02,-0.03,2.56,43.55
2017-06-05,광주,161.98,0.04,0.05,6.16,68.25
2017-06-05,대전,184.06,-0.02,0.05,1.26,25.69
2017-06-05,세종,0.0,-0.19,0.44,0.0,0.0
2017-06-05,울산,107.67,-0.02,-0.04,1.55,45.74
2017-06-05,강원,180.41,0.0,0.04,0.0,36.99
2017-06-05,충북,162.68,-0.02,-0.05,0.7,16.06
2017-06-05,충남,88.59,-0.0,0.0,1.06,20.27
2017-06-05,전북,184.87,0.04,0.04,6.25,44.28
2017-06-05,전남,166.86,0.0,0.05,29.62,104.07
2017-06-05,경북,112.4,-0.05,-0.04,0.0,7.65
2017-06-05,경남,69.92,-0.1,-0.05,2.09,21.0
2017-06-05,제주,145.0,-0.03,-0.01,10.0,55.0
2017-06-05,기타지방,123.24,-0.03,-0.0,5.37,32.72
2017-06-12,전국,,,0.08,,
2017-06-12,서울,152.26,0.11,0.33,42.82,129.34
2017-06-12,인천,158.92,0.05,0.07,16.72,76.01
2017-06-12,경기도,143.7,0.03,0.07,13.58,73.26
2017-06-12,부산,115.16,0.03,0.07,5.34,45.15
2017-06-12,대구,132.27,-0.01,-0.01,4.74,52.95
2017-06-12,광주,154.7,0.07,0.04,8.87,64.02
2017-06-12,대전,173.68,-0.03,0.01,0.77,18.29
2017-06-12,세종,0.0,-0.08,0.08,0.0,0.0
2017-06-12,울산,110.73,-0.0,-0.04,0.0,30.28
2017-06-12,강원,175.09,0.04,0.02,5.61,54.6
2017-06-12,충북,154.89,-0.01,-0.06,1.4,17.58
2017-06-12,충남,109.63,-0.0,0.0,1.82,12.58
2017-06-12,전북,176.2,-0.01,-0.0,4.9,47.98
2017-06-12,전남,150.64,0.0,0.11,27.93,107.15
2017-06-12,경북,111.33,-0.06,-0.07,1.34,15.6
2017-06-12,경남,71.25,-0.28,-0.1,1.82,20.62
2017-06-12,제주,125.0,-0.03,-0.02,18.75,62.5
2017-06-12,기타지방,122.42,-0.08,-0.03,6.06,35.36
2017-06-19,전국,,,0.07,,
2017-06-19,서울,148.66,0.06,0.23,29.35,116.9
2017-06-19,인천,159.83,0.03,0.08,15.04,81.18
2017-06-19,경기도,140.01,0.02,0.06,11.61,71.4
